measuring point,CON_L5,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,GF3,GF4,RIS12,RIS13,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,RIS3,RIS5,RIS6,RIS9,RIS11,ULS1,ULS2,RIS14,RIS15,ZR1,ZR2,gm_ZR,gm_ZL
sensor number,1,3,4,6,7,8,9,10,11,15,16,21,22,30,31,32,33,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,250,250,100,100,25,250,250,50,50,50,50,50,50,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.213,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,0.083,0.131,0.644,1.144,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.285,-0.225,-0.111,0.039,0.139,1.099,1.099,1.68,1.779,1.444,1.883,0.0,0.0
calibration correction mbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01 16:29:11.578,118.39,60.56,35.99,9.81,9.64,8.77,6.54,4.57,1.52,15.81,10.46,30.09,23.02,17.57,45.86,49.73,26.57,1.24,1.14,1.15,0.96,0.64,116.39,93.23,58.71,41.86,38.26,37.53,36.03,12.06,10.37,4.66,3.22,-0.25,62.25
2025-02-01 16:29:11.829,120.03,61.79,36.39,9.81,9.31,8.53,5.97,4.17,1.36,16.02,10.46,30.33,22.77,17.8,46.68,47.89,26.74,1.29,1.22,1.23,1.04,0.6,119.25,92.0,58.1,41.65,38.46,34.67,31.53,12.22,10.25,4.61,3.14,-0.25,62.25
2025-02-01 16:29:12.078,122.89,62.6,37.0,10.45,10.12,9.02,6.13,4.49,1.44,16.43,10.66,31.23,23.91,17.74,45.25,47.48,27.59,1.12,1.06,0.99,0.8,0.52,110.28,89.54,55.25,41.45,38.46,31.2,26.62,13.11,11.23,4.78,3.22,-0.25,62.25
2025-02-01 16:29:12.328,123.71,64.64,37.61,10.05,10.04,9.02,6.62,4.9,1.6,16.02,10.46,31.23,24.16,17.66,45.66,46.67,27.39,1.08,1.18,1.11,1.0,0.6,113.95,92.82,55.66,41.86,38.46,35.08,31.53,13.2,11.31,4.7,3.47,-0.25,62.25
2025-02-01 16:29:12.579,115.94,64.23,37.0,9.81,9.72,8.77,6.37,4.25,1.36,17.24,10.87,30.9,23.91,17.64,45.86,47.08,27.35,1.12,1.14,1.07,0.88,0.6,105.79,87.09,54.64,40.63,37.04,35.29,34.39,13.11,11.23,4.74,3.51,-0.25,62.25
2025-02-01 16:29:12.828,122.48,67.69,41.88,11.43,11.01,9.67,6.7,4.98,2.01,19.29,12.09,27.56,20.66,16.57,45.86,47.89,24.87,1.98,1.79,1.88,1.57,1.26,126.59,110.42,66.04,40.02,35.21,36.1,31.53,10.83,9.07,3.72,2.49,-0.25,62.25
2025-02-01 16:29:13.098,97.13,61.99,40.46,10.37,10.12,8.69,5.97,3.92,1.36,16.63,10.26,29.35,22.61,18.41,48.53,51.37,26.49,1.0,1.1,0.91,0.8,0.4,98.04,82.58,59.12,42.47,39.28,34.06,27.03,11.16,9.72,4.61,3.1,-0.25,62.25
2025-02-01 16:29:13.329,91.81,61.99,40.46,11.02,10.77,9.51,7.11,5.06,1.84,18.06,12.3,29.84,22.12,18.23,48.73,53.41,26.21,1.37,1.3,1.27,1.08,0.73,93.96,76.85,56.88,44.51,40.7,35.08,30.92,11.32,9.8,4.78,3.27,-0.25,62.25
2025-02-01 16:29:13.578,93.86,64.64,41.07,11.19,11.01,9.51,7.11,5.06,1.6,18.26,11.89,29.35,21.72,17.8,49.14,50.96,26.21,1.37,1.26,1.44,1.0,0.64,110.68,84.63,56.88,43.29,39.28,36.92,32.14,11.4,9.72,4.41,2.94,-0.25,62.25
2025-02-01 16:29:13.828,97.95,63.82,40.05,11.19,11.1,9.43,6.62,4.41,1.52,18.67,11.68,29.68,22.94,17.53,46.27,49.12,25.92,1.08,1.26,1.03,0.88,0.6,115.98,95.68,70.52,51.87,44.57,37.73,35.62,12.38,10.54,4.86,3.72,-0.25,62.25
2025-02-01 16:29:14.099,92.63,60.36,36.19,10.78,10.37,8.94,6.13,3.92,0.87,17.24,10.46,29.68,21.72,17.74,46.07,48.1,26.41,1.0,0.85,0.95,0.72,0.44,90.7,72.76,58.51,45.95,41.51,36.92,33.58,11.89,10.66,4.94,3.18,-0.25,62.25
2025-02-01 16:29:14.335,98.35,60.56,37.61,10.54,10.53,9.02,6.21,3.92,1.11,16.84,11.28,29.51,20.66,17.94,46.48,47.28,26.33,1.04,0.85,0.99,0.76,0.52,98.04,74.81,53.21,43.7,39.28,36.1,31.33,11.32,10.01,4.49,2.94,-0.25,62.25
2025-02-01 16:29:14.587,105.71,63.21,38.42,11.35,11.1,9.26,6.78,4.66,0.87,17.04,11.68,29.84,21.8,17.8,46.27,47.89,26.05,1.2,1.06,1.03,0.8,0.44,95.6,75.63,57.9,45.95,41.72,35.08,30.1,11.81,10.17,4.66,3.31,-0.25,62.25
2025-02-01 16:29:14.836,109.4,62.8,38.02,11.1,11.01,9.43,6.86,4.74,1.44,16.63,11.48,28.45,20.74,16.68,48.12,50.55,25.11,1.0,0.98,1.03,0.72,0.48,100.08,77.26,55.05,42.88,38.87,35.29,30.92,11.49,9.76,4.66,3.18,-0.25,62.25
2025-02-01 16:29:15.140,120.03,61.99,38.22,10.94,10.69,9.18,6.62,3.68,0.95,16.63,10.87,27.64,21.31,16.09,47.5,46.67,24.7,1.08,0.94,0.99,0.8,0.48,96.0,78.49,50.77,40.63,36.22,35.69,31.74,11.65,10.21,4.7,3.14,-0.25,62.25
2025-02-01 16:29:15.329,122.07,62.6,38.22,11.43,10.77,9.18,6.78,4.25,1.28,17.65,12.09,27.97,21.07,15.8,49.56,47.69,24.42,1.08,0.9,1.15,0.76,0.6,107.01,81.77,49.95,38.59,35.61,35.69,31.74,11.81,10.13,4.66,3.22,-0.25,62.25
2025-02-01 16:29:15.578,120.03,62.6,37.81,10.86,10.37,8.53,6.29,4.0,1.36,17.45,10.66,28.21,22.04,16.15,47.91,49.12,24.66,1.16,1.14,1.07,0.96,0.77,96.41,78.49,50.77,39.4,35.61,38.14,35.62,11.89,10.33,4.74,3.39,-0.25,62.25
2025-02-01 16:29:15.828,123.71,61.17,37.61,10.86,10.77,8.45,6.29,3.92,1.52,17.65,11.89,27.15,19.85,15.66,47.09,46.67,23.89,1.2,1.26,1.15,0.96,0.56,109.05,87.91,49.95,35.93,32.77,36.31,32.96,11.08,9.72,4.29,2.82,-0.25,62.25
2025-02-01 16:29:16.098,116.35,61.79,36.6,10.45,9.96,8.28,5.64,3.76,0.95,15.61,10.46,27.31,21.15,15.39,47.91,47.28,23.52,0.96,0.81,0.87,0.6,0.32,96.82,75.63,51.79,39.4,34.6,38.55,36.44,11.65,10.37,5.06,3.59,-0.25,62.25
2025-02-01 16:29:16.328,107.76,62.4,39.24,10.62,10.45,8.61,6.21,4.41,1.11,18.67,11.48,27.23,20.09,15.45,52.84,48.51,23.69,1.24,1.06,1.07,0.96,0.64,87.85,71.53,49.55,38.79,35.82,39.98,39.91,11.32,10.17,4.94,3.39,-0.25,62.25
2025-02-01 16:29:16.578,104.9,62.4,38.42,10.13,10.12,8.53,6.29,4.17,1.28,18.06,10.66,27.31,19.93,15.96,52.22,48.3,23.89,1.24,1.06,1.15,0.92,0.6,93.56,73.99,53.01,40.83,37.04,38.35,32.96,11.32,9.97,4.53,3.27,-0.25,62.25
2025-02-01 16:29:16.828,111.85,64.43,40.25,11.1,10.85,9.67,7.11,5.47,1.44,19.49,11.28,26.91,19.76,15.0,48.94,47.89,23.28,0.96,0.98,0.95,0.8,0.48,96.41,75.63,53.01,39.61,35.21,36.71,35.21,11.57,10.33,4.7,3.27,-0.25,62.25
2025-02-01 16:29:17.078,114.71,67.08,41.88,11.19,11.01,9.75,7.27,5.72,1.28,18.47,11.68,25.52,18.95,14.21,48.53,49.94,22.1,1.24,1.1,1.15,0.76,0.48,96.82,75.22,50.57,36.75,32.77,35.9,33.99,10.75,9.64,4.53,3.14,-0.25,62.25
2025-02-01 16:29:17.328,113.08,68.1,41.47,11.35,11.01,9.67,7.27,5.64,1.68,21.53,11.07,25.28,18.14,14.56,50.17,49.73,21.78,1.24,1.22,1.15,1.0,0.73,107.01,81.36,47.51,34.29,31.55,35.49,31.33,10.26,8.95,4.41,2.9,-0.25,62.25
2025-02-01 16:29:17.579,107.76,69.32,42.69,11.92,11.58,10.0,7.43,5.72,1.52,22.76,12.09,25.6,19.93,14.25,49.56,47.28,22.02,1.24,1.3,1.35,1.04,0.77,99.27,77.26,48.33,36.95,33.38,37.94,32.76,11.4,9.76,5.1,3.55,-0.25,62.25
2025-02-01 16:29:17.828,101.63,68.91,43.3,10.94,11.01,9.26,6.94,4.98,1.44,21.53,11.89,25.44,19.28,14.25,47.71,47.48,21.82,1.08,1.1,1.19,0.96,0.64,95.19,73.17,47.92,37.16,34.19,37.33,36.23,10.92,9.44,4.9,3.22,-0.25,62.25
2025-02-01 16:29:18.099,91.81,69.73,41.88,11.1,11.01,9.26,6.62,4.49,0.95,19.9,10.87,25.85,19.6,15.35,46.68,47.89,22.91,0.92,0.94,0.91,0.72,0.48,92.33,69.08,47.92,37.16,34.39,34.06,30.3,10.35,9.27,4.37,2.98,-0.25,62.25
2025-02-01 16:29:18.329,91.81,71.15,42.49,11.67,11.5,9.51,7.02,5.15,1.68,21.53,11.89,26.91,20.17,15.49,47.5,48.51,23.48,1.16,1.14,1.15,1.0,0.64,103.34,75.63,45.07,36.95,33.78,40.18,35.42,11.24,9.8,4.66,3.14,-0.25,62.25
2025-02-01 16:29:18.578,86.9,71.15,42.29,10.94,10.61,9.1,6.45,4.66,1.44,22.35,11.28,27.72,21.72,15.68,47.91,46.87,24.22,1.29,1.14,1.15,0.92,0.56,95.19,73.99,48.94,40.43,36.43,43.86,39.71,11.73,10.25,4.82,3.47,-0.25,62.25
2025-02-01 16:29:18.828,88.95,70.54,43.71,10.86,10.77,9.02,6.62,4.74,1.6,21.33,12.09,28.13,22.29,15.68,51.81,49.12,24.66,1.12,1.06,1.11,0.88,0.44,97.23,64.16,46.49,39.2,35.41,43.86,35.62,12.06,10.33,4.66,3.18,-0.25,62.25
2025-02-01 16:29:19.098,92.22,67.69,41.68,10.62,10.37,8.61,6.13,4.17,0.95,19.9,10.26,28.21,22.29,16.04,47.3,47.89,24.74,0.76,0.85,0.82,0.6,0.48,91.11,63.35,47.92,38.59,34.8,44.88,33.78,11.89,10.09,4.49,3.14,-0.25,62.25
2025-02-01 16:29:19.328,97.13,67.69,41.88,11.19,10.85,9.43,7.02,4.66,1.28,21.33,11.68,28.86,22.86,16.37,51.2,49.33,25.23,1.24,1.18,1.27,0.96,0.69,95.6,68.26,47.51,38.18,35.82,42.22,34.8,12.14,10.21,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:19.578,105.31,65.65,40.66,11.27,11.1,9.59,7.27,4.82,1.52,20.72,12.3,28.78,22.61,16.57,51.2,48.71,25.35,1.16,1.06,1.11,1.08,0.64,90.7,66.21,45.88,37.36,34.6,41.61,36.23,11.97,10.21,4.74,3.14,-0.25,-0.25
2025-02-01 16:29:19.828,111.03,67.08,41.88,11.59,11.18,9.67,7.27,4.66,1.52,21.12,12.3,28.86,22.61,16.68,49.97,48.51,25.35,1.24,1.14,1.19,1.0,0.69,89.48,64.57,43.03,36.75,34.39,41.2,36.44,11.73,10.29,4.7,3.43,-0.25,-0.25
2025-02-01 16:29:20.078,107.35,63.82,39.64,10.86,10.77,9.1,6.62,4.33,1.44,19.69,12.3,28.05,21.47,16.21,46.27,47.69,24.5,1.24,1.06,1.11,1.0,0.73,89.48,71.94,42.01,35.11,34.19,44.06,38.89,11.89,10.21,4.78,3.43,-0.25,-0.25
2025-02-01 16:29:20.337,98.76,60.97,39.44,10.45,10.61,8.69,5.8,3.92,1.2,18.88,11.28,26.99,20.17,15.78,46.68,45.64,23.44,1.08,0.98,1.03,0.72,0.48,86.22,67.85,40.99,34.7,33.38,48.55,41.14,11.08,9.64,4.78,3.35,-0.25,-0.25
2025-02-01 16:29:20.587,101.63,60.36,40.46,10.05,9.8,7.79,5.88,3.35,1.03,17.65,10.26,26.82,19.6,16.21,47.5,45.64,23.44,1.04,1.02,0.99,0.76,0.48,92.33,66.21,40.79,35.11,32.36,46.3,38.89,10.35,9.11,4.66,3.22,-0.25,-0.25
2025-02-01 16:29:20.836,103.26,59.54,39.03,10.05,9.8,8.37,5.8,3.51,1.2,18.06,10.46,26.82,19.85,15.8,47.09,47.48,23.32,0.68,0.73,0.74,0.47,0.2,96.0,68.67,40.99,34.91,33.17,44.06,38.89,10.75,9.36,4.82,3.27,-0.25,-0.25
2025-02-01 16:29:21.129,108.58,60.56,40.46,10.86,10.69,9.02,7.02,4.9,0.95,18.26,10.66,26.66,20.41,15.8,47.3,47.08,23.4,0.96,0.9,0.91,0.6,0.4,96.0,73.99,43.23,33.88,31.95,43.45,36.64,10.75,9.48,4.61,3.02,-0.25,-0.25
2025-02-01 16:29:21.328,108.99,60.77,39.85,11.19,10.93,9.43,7.27,5.31,1.36,19.29,11.68,27.4,21.15,16.02,48.73,48.92,23.89,1.12,1.06,1.03,0.88,0.48,100.9,79.72,46.29,34.7,33.58,43.86,36.64,11.08,9.84,4.7,3.27,-0.25,-0.25
2025-02-01 16:29:21.578,103.26,60.56,41.47,11.92,11.58,9.59,6.94,4.9,1.44,20.1,12.7,27.88,21.55,16.21,49.14,48.3,24.26,0.92,0.94,0.95,0.76,0.44,101.71,78.08,47.1,35.11,32.97,46.1,37.67,11.32,9.88,4.94,3.39,-0.25,-0.25
2025-02-01 16:29:21.829,106.94,62.19,41.47,11.43,11.1,9.1,6.7,4.41,1.36,20.1,12.09,27.88,21.72,16.25,49.14,47.08,24.13,1.0,1.02,0.99,0.76,0.36,98.86,78.9,48.53,36.13,33.78,45.08,36.23,11.65,9.76,4.98,3.31,-0.25,-0.25
2025-02-01 16:29:22.078,114.3,61.58,39.64,10.78,10.29,8.61,5.97,4.0,1.36,19.29,11.48,26.82,20.98,16.21,50.99,48.3,23.85,1.04,0.98,1.03,0.8,0.52,112.31,96.91,51.58,35.72,32.77,44.67,38.28,10.51,8.7,4.29,2.77,-0.25,-0.25
2025-02-01 16:29:22.328,111.03,63.01,40.05,10.54,10.12,8.2,6.13,3.84,1.36,17.65,10.46,29.51,23.02,16.55,50.38,48.1,25.56,1.08,1.06,1.03,0.8,0.6,96.82,79.31,49.55,39.81,35.82,43.86,35.01,12.63,10.7,5.31,3.67,-0.25,-0.25
2025-02-01 16:29:22.579,103.67,63.01,40.25,9.72,9.64,8.12,5.8,3.76,1.36,18.06,10.87,28.37,21.64,15.7,49.76,48.1,24.7,0.96,0.94,0.99,0.84,0.52,95.6,77.67,46.29,36.95,33.58,43.65,34.19,12.22,10.66,4.74,3.02,-0.25,-0.25
2025-02-01 16:29:22.828,106.53,68.51,42.9,11.19,11.18,9.26,7.11,4.98,1.6,20.72,12.3,26.5,20.01,15.56,49.97,50.35,23.36,1.49,1.43,1.6,1.21,0.93,118.43,104.69,61.16,45.13,37.65,41.41,34.39,10.51,9.15,4.21,3.02,-0.25,-0.25
2025-02-01 16:29:23.097,86.5,62.6,41.07,9.81,9.39,8.04,5.8,3.76,0.79,17.45,9.24,26.58,19.68,15.62,52.43,48.1,23.32,0.76,0.9,0.91,0.64,0.44,91.11,80.54,55.45,45.33,39.07,42.02,36.23,11.24,9.88,4.9,3.39,-0.25,-0.25
2025-02-01 16:29:23.329,83.63,59.95,37.81,10.29,10.04,8.45,6.05,4.0,1.6,20.1,10.46,27.31,19.85,16.33,55.71,49.33,23.77,1.29,1.02,1.11,0.88,0.6,86.62,76.04,57.29,45.54,41.51,44.26,37.26,10.83,9.4,4.9,3.31,-0.25,-0.25
2025-02-01 16:29:23.578,96.31,61.79,39.03,10.13,9.96,7.88,6.29,4.41,1.28,19.69,10.05,28.54,20.66,17.51,52.63,49.94,24.99,1.16,1.06,1.15,0.88,0.77,93.96,82.99,59.32,47.79,41.92,45.08,36.64,10.83,9.4,4.74,3.27,-0.25,-0.25
2025-02-01 16:29:23.828,104.49,64.03,40.25,9.97,9.64,8.37,6.62,4.9,1.36,18.88,11.07,29.27,21.39,17.31,48.94,47.89,25.64,1.24,1.14,1.19,1.0,0.6,98.04,82.99,56.47,45.13,40.9,42.84,34.8,11.4,10.17,4.7,3.27,-0.25,-0.25
2025-02-01 16:29:24.098,107.76,63.82,38.22,9.24,9.15,7.88,5.72,3.92,0.63,16.02,9.24,28.94,21.64,17.39,47.5,45.03,25.8,0.84,0.73,0.87,0.6,0.44,94.37,76.44,51.79,41.04,37.65,41.81,36.44,11.4,10.25,4.53,3.18,-0.25,-0.25
2025-02-01 16:29:24.328,114.3,63.82,37.81,9.97,9.64,8.28,6.45,3.92,1.2,18.47,10.66,29.19,21.72,17.08,48.12,47.28,25.72,1.16,1.14,1.03,0.88,0.6,103.34,85.45,48.33,38.79,36.22,41.81,40.53,11.89,10.29,4.61,3.18,-0.25,-0.25
2025-02-01 16:29:24.578,124.93,62.19,37.41,9.72,9.64,7.96,6.13,3.76,1.28,17.45,10.87,28.86,20.9,16.66,47.5,46.05,25.39,1.0,1.06,1.15,0.84,0.48,113.13,91.59,45.88,36.34,33.99,47.12,42.57,11.81,10.01,4.53,2.86,-0.25,-0.25
2025-02-01 16:29:24.828,114.71,65.45,39.03,9.32,9.23,7.88,5.23,3.19,1.2,18.67,10.66,29.43,23.02,17.17,45.86,46.46,25.56,1.16,1.02,0.95,0.88,0.52,101.71,83.81,52.19,43.29,37.44,48.96,42.16,12.22,10.25,4.98,3.63,-0.25,-0.25
2025-02-01 16:29:25.078,100.81,62.4,37.61,9.4,8.99,7.55,5.23,3.27,1.2,18.88,10.05,29.43,22.37,17.19,49.35,45.24,25.84,1.08,1.06,1.15,1.0,0.6,95.6,75.22,51.38,42.27,37.65,51.41,47.89,12.14,10.29,4.98,3.43,-0.25,-0.25
2025-02-01 16:29:25.328,94.67,65.86,37.81,9.16,9.07,7.22,5.4,3.43,1.36,17.45,9.85,29.76,22.53,17.74,48.53,46.67,26.25,1.24,1.14,1.11,0.92,0.56,103.75,85.04,59.12,43.49,39.07,45.69,42.78,11.97,9.97,4.61,3.27,-0.25,-0.25
2025-02-01 16:29:25.579,88.54,67.28,38.83,9.72,9.23,8.28,5.88,4.25,1.28,17.45,10.46,29.84,22.37,17.19,46.27,47.08,26.41,1.12,1.02,1.03,0.68,0.52,100.49,75.22,55.86,43.9,39.68,42.02,38.69,12.46,10.86,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:25.828,87.72,67.49,38.42,9.97,9.56,8.37,6.45,4.82,1.44,17.24,10.26,29.19,22.2,16.9,45.66,46.67,25.92,1.2,1.14,1.23,0.96,0.77,103.75,77.67,56.27,44.72,39.89,39.37,36.64,12.38,10.86,4.61,3.22,-0.25,-0.25
2025-02-01 16:29:26.098,92.22,64.84,37.41,9.16,9.15,7.88,5.4,3.84,1.03,15.81,9.03,28.05,20.5,16.31,46.89,46.67,24.78,1.04,0.98,1.07,0.72,0.44,97.63,72.76,50.97,40.02,36.22,40.79,39.71,11.49,10.09,4.57,2.94,-0.25,-0.25
2025-02-01 16:29:26.336,97.54,65.45,37.81,9.72,9.72,8.37,5.88,4.25,1.52,15.81,10.26,28.05,20.9,16.53,46.68,46.87,24.87,1.04,0.98,0.91,0.72,0.28,93.96,73.58,48.53,38.59,34.8,42.84,37.46,11.0,9.6,4.53,3.06,-0.25,-0.25
2025-02-01 16:29:26.587,102.44,63.41,37.0,9.56,9.39,7.39,5.23,3.92,1.68,15.61,9.64,27.48,20.9,16.41,48.32,47.69,24.46,1.04,0.94,0.99,0.76,0.48,99.67,79.72,47.92,37.56,35.0,52.02,46.46,11.4,9.72,4.53,3.1,-0.25,-0.25
2025-02-01 16:29:26.836,104.08,61.79,36.19,9.56,9.31,7.79,5.48,3.76,1.28,15.81,10.26,28.29,21.8,16.55,47.71,48.1,24.95,1.04,1.02,1.07,0.8,0.44,93.15,76.44,47.31,38.18,36.63,51.81,41.96,11.73,10.21,4.66,3.18,-0.25,-0.25
2025-02-01 16:29:27.086,103.26,61.17,36.6,10.29,9.88,8.61,6.37,4.57,0.87,16.02,10.87,28.62,21.88,16.64,50.38,48.3,25.07,0.92,0.9,1.07,0.76,0.56,93.15,73.99,44.86,37.77,34.8,47.73,38.48,11.49,10.09,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:27.328,98.35,58.73,36.39,11.27,11.1,9.83,8.0,6.21,2.33,21.12,13.93,30.9,23.18,17.37,49.35,48.3,25.92,1.04,1.06,0.95,0.8,0.4,93.15,74.4,44.86,37.77,35.82,47.32,44.62,11.65,10.37,4.7,3.22,-0.25,-0.25
2025-02-01 16:29:27.578,108.17,62.4,38.22,10.78,10.77,9.18,6.86,5.23,1.36,18.88,11.89,28.94,21.96,17.02,50.38,51.57,25.48,1.2,1.14,1.15,0.96,0.69,102.12,82.99,46.9,38.79,36.63,44.26,36.64,11.4,10.09,4.49,3.06,-0.25,-0.25
2025-02-01 16:29:27.828,95.08,58.93,37.41,11.35,11.1,9.59,6.86,4.98,1.28,18.26,12.3,29.11,21.96,16.82,50.17,53.62,25.35,1.0,0.98,1.11,0.76,0.4,93.15,75.63,46.29,37.77,35.61,46.71,41.14,11.97,10.41,4.82,3.51,-0.25,-0.25
2025-02-01 16:29:28.098,96.72,58.12,37.0,11.84,11.5,9.75,6.62,4.66,0.79,17.24,11.28,28.29,21.88,16.13,52.02,51.37,24.83,0.84,0.81,0.87,0.51,0.36,93.56,73.99,44.66,37.16,34.6,41.41,34.6,11.89,10.46,4.66,3.35,-0.25,-0.25
2025-02-01 16:29:28.328,102.03,58.32,38.42,12.32,12.07,10.08,7.35,4.98,1.36,17.86,12.3,28.54,22.69,15.94,50.79,50.35,25.19,1.16,0.98,0.91,0.76,0.48,99.27,80.13,44.05,37.77,35.41,42.43,34.39,12.63,10.9,4.7,3.27,-0.25,-0.25
2025-02-01 16:29:28.578,106.12,59.54,38.02,12.24,11.91,10.0,7.27,4.74,1.2,16.84,12.5,28.7,22.61,15.86,47.5,49.33,24.99,1.08,1.06,1.07,0.8,0.52,100.9,78.08,44.46,37.97,35.21,44.67,40.32,12.46,10.74,4.82,3.35,-0.25,-0.25
2025-02-01 16:29:28.828,108.17,60.77,40.05,12.0,11.83,9.43,7.11,4.33,1.36,18.06,12.7,28.45,22.2,15.82,48.32,50.55,24.74,1.12,0.98,0.99,0.84,0.52,99.27,72.76,44.86,37.16,34.19,47.12,41.14,12.22,10.58,4.7,3.47,62.25,-0.25
2025-02-01 16:29:29.078,111.85,61.79,39.85,12.0,11.66,9.26,6.94,4.66,1.28,17.04,12.5,28.45,22.61,16.23,46.48,48.1,24.95,1.12,1.1,1.11,0.92,0.48,100.9,73.17,48.53,39.4,35.41,47.73,38.48,12.22,10.5,4.74,3.43,62.25,-0.25
2025-02-01 16:29:29.328,116.35,63.62,40.46,12.08,11.83,9.43,7.02,4.74,1.2,17.86,12.3,28.7,22.61,16.23,49.56,50.55,25.03,1.0,1.14,1.11,0.84,0.6,100.9,71.53,48.94,39.2,35.82,46.3,37.87,11.97,10.54,4.74,3.35,62.25,-0.25
2025-02-01 16:29:29.578,117.98,64.43,40.05,11.59,11.26,9.1,6.7,4.09,1.44,18.06,12.09,28.54,22.77,16.04,48.53,50.55,25.07,1.2,1.1,1.11,0.96,0.69,99.27,73.17,50.36,39.4,35.82,43.24,35.01,12.46,10.66,4.74,3.31,62.25,-0.25
2025-02-01 16:29:29.828,117.98,65.04,41.68,12.24,11.91,9.92,7.27,5.06,1.11,19.9,12.3,28.21,22.69,15.6,46.27,50.14,24.91,1.08,1.18,1.23,0.92,0.73,102.94,76.44,48.73,37.97,35.41,39.37,31.53,12.46,10.66,4.57,3.1,62.25,-0.25
2025-02-01 16:29:30.078,107.76,63.62,42.08,12.16,11.58,9.83,7.51,4.98,1.03,19.69,12.5,29.35,23.51,16.07,50.99,51.78,25.84,1.16,1.14,1.15,1.0,0.52,97.23,71.53,49.55,39.61,36.43,39.98,33.99,13.11,11.39,4.9,3.35,62.25,-0.25
2025-02-01 16:29:30.328,105.71,68.1,43.3,12.57,12.31,10.65,7.68,5.06,1.6,21.33,12.7,27.8,22.12,15.68,49.35,48.71,25.03,1.57,1.55,1.6,1.53,1.05,101.71,76.04,47.71,37.77,34.6,38.96,33.99,12.3,10.5,4.45,3.02,62.25,-0.25
2025-02-01 16:29:30.578,100.4,70.13,44.52,12.0,11.5,10.0,7.11,4.49,1.44,20.31,12.5,27.88,21.88,15.39,45.66,48.3,24.54,1.49,1.22,1.15,1.08,0.69,96.41,68.26,46.7,37.77,33.99,37.53,29.69,12.22,10.58,4.61,3.1,62.25,-0.25
2025-02-01 16:29:30.828,89.77,68.1,43.1,12.0,11.5,10.0,7.27,4.74,1.6,20.1,12.5,27.8,21.72,15.43,46.07,48.92,24.17,1.33,1.26,1.19,1.0,0.69,93.96,68.26,47.71,38.38,34.39,38.35,36.03,11.97,10.05,4.61,3.18,62.25,-0.25
2025-02-01 16:29:31.098,87.72,68.71,42.9,11.43,11.1,9.26,6.78,4.09,1.11,20.1,11.28,27.64,22.2,15.41,50.58,48.1,24.3,1.04,0.98,1.07,0.84,0.44,93.96,64.98,45.88,36.95,34.19,41.0,36.23,12.14,10.41,4.45,3.1,62.25,-0.25
2025-02-01 16:29:31.328,89.36,68.1,41.47,11.75,11.74,9.67,7.27,4.41,1.36,20.51,12.7,28.7,23.91,15.47,54.48,50.14,25.19,1.33,1.26,1.23,0.96,0.69,96.41,67.44,46.09,37.36,34.39,41.81,33.78,13.11,11.15,4.7,3.18,62.25,-0.25
2025-02-01 16:29:31.578,86.09,68.51,43.71,12.16,11.34,9.83,7.19,4.74,1.28,22.55,12.7,29.03,23.83,15.35,46.89,48.92,25.48,1.2,1.14,1.11,0.92,0.6,90.7,67.03,46.49,36.75,33.78,39.16,32.96,13.44,11.6,4.82,3.35,62.25,-0.25
2025-02-01 16:29:31.828,100.4,68.91,42.69,12.65,12.47,10.57,8.17,5.55,1.52,21.94,12.7,26.91,21.07,14.7,48.32,48.92,24.01,1.2,1.14,1.11,0.88,0.52,109.46,82.58,45.47,33.68,31.14,37.94,33.58,11.81,10.37,4.21,2.69,62.25,-0.25
2025-02-01 16:29:32.078,88.54,64.23,41.07,12.24,12.07,10.73,7.92,5.23,1.36,21.74,13.11,29.03,23.59,15.29,50.99,47.08,24.91,1.12,1.02,1.03,0.76,0.52,94.78,74.81,50.57,41.04,36.22,44.88,41.14,13.36,11.6,5.23,3.76,62.25,-0.25
2025-02-01 16:29:32.335,75.86,61.38,41.07,11.84,11.74,10.49,7.11,4.82,1.28,19.69,12.5,27.97,22.29,14.6,50.58,47.69,24.09,0.92,0.9,0.82,0.68,0.28,77.65,60.89,45.27,39.2,35.41,44.26,38.07,12.95,11.35,5.06,3.47,62.25,-0.25
2025-02-01 16:29:32.585,80.77,59.75,39.64,12.48,12.15,9.92,6.94,4.41,0.95,19.69,12.91,26.82,20.5,14.54,48.53,48.71,23.36,1.0,0.81,0.95,0.72,0.4,81.73,60.48,45.27,38.79,35.82,49.36,41.35,11.81,10.17,4.74,3.18,62.25,-0.25
